,appid,name,short_description,developer,publisher,genre,tags,type,categories,owners,positive,negative,price,initialprice,discount,ccu,languages,platforms,release_date,required_age,website,header_image
380600,380600,Fishing Planet,Fishing Planet® is a free-to-play and highly realistic first-person online multiplayer fishing simulator. Developed by avid fishing enthusiasts to bring you the full thrill of actual angling on your PC.,Fishing Planet LLC,Fishing Planet LLC,"Free to Play, Massively Multiplayer, Simulation, Sports","Fishing, Free to Play, Multiplayer, Simulation",game,"['Multi-player', 'Single-player', 'Co-op', 'MMO', 'Full controller support', 'Online PvP', 'Online Co-op', 'Remote Play on TV', 'PvP']","2,000,000 .. 5,000,000",33731,5937,0,0,0,3605,"English, French, German, Polish, Russian, Ukrainian, Spanish - Spain, Dutch, Portuguese - Brazil, Simplified Chinese, Italian, Traditional Chinese, Japanese","{'windows': True, 'mac': True, 'linux': True}",2017/08/28,0,http://www.fishingplanet.com,https://cdn.akamai.steamstatic.com/steam/apps/380600/header.jpg?t=1668074731
381210,381210,Dead by Daylight,"Dead by Daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.",Behaviour Interactive Inc.,Behaviour Interactive Inc.,Action,"Horror, Survival Horror, Multiplayer, Online Co-Op",game,"['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Online PvP', 'Online Co-op', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'PvP']","10,000,000 .. 20,000,000",509637,116397,1999,1999,0,43211,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Portuguese - Brazil, Thai, Traditional Chinese, Japanese, Korean, Polish, Spanish - Latin America, Turkish","{'windows': True, 'mac': False, 'linux': False}",2016/06/14,15,http://www.deadbydaylight.com,https://cdn.akamai.steamstatic.com/steam/apps/381210/header.jpg?t=1666892376
382310,382310,Eco,Create a civilization capable of stopping a meteor without destroying the ecosystem in the process.,Strange Loop Games,Strange Loop Games,"Indie, Simulation, Early Access","Open World Survival Craft, Survival, Multiplayer, Building",game,"['Multi-player', 'Single-player', 'Co-op', 'Online Co-op', 'LAN Co-op']","200,000 .. 500,000",8377,1829,2999,2999,0,926,"English, Simplified Chinese, Italian, Spanish - Spain, French, Portuguese - Brazil, Korean, Russian, German","{'windows': True, 'mac': False, 'linux': False}",2018/02/6,0,https://www.play.eco,https://cdn.akamai.steamstatic.com/steam/apps/382310/header.jpg?t=1667554442
383120,383120,Empyrion - Galactic Survival,"Empyrion - Galactic Survival is a 3D open world space sandbox survival adventure. Build powerful ships, mighty space stations and vast planetary settlements to explore, conquer or exploit a variety of different planets and discover the mysteries of Empyrion!",Eleon Game Studios,Eleon Game Studios,"Adventure, Indie, Simulation, Strategy","Simulation, Co-op, Open World Survival Craft, Survival",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'LAN Co-op', 'PvP']","1,000,000 .. 2,000,000",23110,5506,1999,1999,0,2265,"English, German, French, Russian, Italian, Portuguese - Brazil, Simplified Chinese, Greek","{'windows': True, 'mac': False, 'linux': False}",2020/08/5,0,http://empyriongame.com,https://cdn.akamai.steamstatic.com/steam/apps/383120/header.jpg?t=1626770358
383150,383150,Dead Island Definitive Edition,"Welcome to the zombie apocalypse experience of a lifetime – and now more beautiful than ever. Caught in the midst of an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!",Techland,Deep Silver,Action,"Zombies, Co-op, Survival, Open World",game,"['Multi-player', 'Single-player', 'Co-op', 'Captions available', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Online Co-op', 'Remote Play on TV']","1,000,000 .. 2,000,000",13034,2933,399,1999,80,1053,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian","{'windows': True, 'mac': False, 'linux': True}",2016/05/31,15,http://deadisland.deepsilver.com,https://cdn.akamai.steamstatic.com/steam/apps/383150/header.jpg?t=1655804397
383180,383180,Dead Island: Riptide Definitive Edition,"Welcome to the zombie apocalypse experience of a lifetime – more beautiful than ever. Caught in an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!",Techland,Deep Silver,Action,"Zombies, Co-op, Open World, Multiplayer",game,"['Multi-player', 'Single-player', 'Co-op', 'Captions available', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Online Co-op']","200,000 .. 500,000",3183,1047,399,1999,80,239,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian","{'windows': True, 'mac': False, 'linux': True}",2016/05/31,18,http://deadisland.deepsilver.com/,https://cdn.akamai.steamstatic.com/steam/apps/383180/header.jpg?t=1655804460
383980,383980,Rivals of Aether,"RIVALS OF AETHER is an indie fighting game where warring civilizations summon the power of Fire, Water, Air, and Earth. Play with up to four players either locally or online.",Dan Fornace,Dan Fornace,Indie,"Fighting, 2D Fighter, Pixel Graphics, Multiplayer",game,"['Multi-player', 'Single-player', 'Co-op', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Shared/Split Screen', 'Steam Leaderboards', 'Full controller support', 'Steam Trading Cards', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'PvP']","1,000,000 .. 2,000,000",24699,1207,2999,2999,0,508,"English, Japanese","{'windows': True, 'mac': False, 'linux': False}",2017/03/28,0,http://rivalsofaether.com,https://cdn.akamai.steamstatic.com/steam/apps/383980/header.jpg?t=1645643593
38410,38410,Fallout 2: A Post Nuclear Role Playing Game,"Fallout® 2 is the sequel to the critically acclaimed game that took RPG'ing out of the dungeons and into a dynamic, apocalyptic retro-future. It's been 80 long years since your ancestors trod across the wastelands.",Black Isle Studios,Bethesda Softworks,RPG,"RPG, Post-apocalyptic, Classic, Isometric",game,"['Single-player', 'Steam Cloud']","1,000,000 .. 2,000,000",10406,637,999,999,0,301,"English, French, German","{'windows': True, 'mac': False, 'linux': False}",2009/08/19,0,,https://cdn.akamai.steamstatic.com/steam/apps/38410/header.jpg?t=1572025546
384180,384180,Prominence Poker,"Welcome to Prominence Poker, a card game that pits players from around the world against each other – and devious AI – to build the rep, prestige, and bankroll needed to be, and beat, the best of the best.",Pipeworks Studios,Pipeworks Studios,"Casual, Free to Play, Massively Multiplayer, Simulation, Strategy","Card Game, Free to Play, Multiplayer, Gambling",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'PvP']","200,000 .. 500,000",5312,914,0,0,0,230,"English, French, Italian, German, Spanish - Spain","{'windows': True, 'mac': False, 'linux': False}",2016/12/12,0,https://www.pipeworks.com/poker/,https://cdn.akamai.steamstatic.com/steam/apps/384180/header.jpg?t=1667845071
384300,384300,CPUCores :: Maximize Your FPS,Maximize your FPS :: Use CPUCores to isolate and constrain OS + non-game processes and dedicate CPU resources to be used exclusively for your games! CPUCores fully integrates with all Steam games!,Smorb Software,Smorb Software,"Design & Illustration, Utilities","Utilities, Software, Gaming, Hardware",game,"['Steam Achievements', 'Steam Trading Cards']","500,000 .. 1,000,000",8438,3351,749,1499,50,323,"English, French, German, Polish, Russian, Simplified Chinese, Traditional Chinese, Korean, Italian, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Norwegian, Portuguese - Portugal, Portuguese - Brazil, Romanian, Swedish, Thai, Turkish, Ukrainian","{'windows': True, 'mac': False, 'linux': False}",2015/07/6,0,http://cpucores.com,https://cdn.akamai.steamstatic.com/steam/apps/384300/header.jpg?t=1632319493
385770,385770,Time Clickers,"Time Clickers is what's called an 'incremental game'. There's always a fun upgrade to look forward to, and the numbers keep getting bigger! Hire a team to fight for you, even when you're offline!",Proton Studio Inc,,"Action, Casual, Free to Play, Indie","Clicker, Free to Play, Casual, Indie",game,"['Single-player', 'Steam Achievements']","500,000 .. 1,000,000",4321,563,0,0,0,209,English,"{'windows': True, 'mac': True, 'linux': True}",2015/07/23,0,http://www.timegamers.com,https://cdn.akamai.steamstatic.com/steam/apps/385770/header.jpg?t=1595729803
386070,386070,Planetary Annihilation: TITANS,"Wage war across entire solar systems with massive armies at your command. Annihilate enemy forces with world-shattering TITAN-class units, and demolish planets with massive super weapons!",Planetary Annihilation Inc,Planetary Annihilation Inc,"Action, Indie, Strategy","RTS, Strategy, Real Time Tactics, Multiplayer",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Cross-Platform Multiplayer', 'Online PvP', 'Online Co-op', 'LAN PvP', 'LAN Co-op', 'PvP']","500,000 .. 1,000,000",10601,1931,2999,2999,0,221,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Korean, Russian, Polish, Dutch","{'windows': True, 'mac': True, 'linux': True}",2015/08/18,0,https://planetaryannihilation.com/,https://cdn.akamai.steamstatic.com/steam/apps/386070/header.jpg?t=1667252187
386180,386180,Crossout,"Join the Open Beta of Crossout, the post-apocalyptic MMO Action game! Craft your unique battle machines from dozens of interchangeable parts and destroy your enemies in explosive PvP online battles!",Targem Games,Gaijin Distribution KFT,"Action, Free to Play, Massively Multiplayer, Racing","Free to Play, Vehicular Combat, Co-op, Combat Racing",game,"['Multi-player', 'Co-op', 'MMO', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'Remote Play on Tablet', 'Remote Play on TV', 'PvP']","2,000,000 .. 5,000,000",39835,11790,0,0,0,5316,"English, Russian, German, Spanish - Spain, Japanese, Thai, French","{'windows': True, 'mac': False, 'linux': False}",2017/07/26,0,http://crossout.net/,https://cdn.akamai.steamstatic.com/steam/apps/386180/header.jpg?t=1667577444
386360,386360,SMITE,"Join 35+ million players in SMITE, the Battleground of the Gods! Wield Thor’s hammer, turn your foes to stone as Medusa, or flex your divine power as one of 100+ other mythological icons. Become a God and play FREE today!",Titan Forge Games,Hi-Rez Studios,"Action, Free to Play","Free to Play, MOBA, Multiplayer, Action",game,"['Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","10,000,000 .. 20,000,000",83137,20976,0,0,0,13827,"English, French, German, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Turkish, Simplified Chinese, Japanese","{'windows': True, 'mac': False, 'linux': False}",2015/09/8,0,https://www.smitegame.com,https://cdn.akamai.steamstatic.com/steam/apps/386360/header.jpg?t=1666794933
386940,386940,Ultimate Chicken Horse,"Ultimate Chicken Horse is a party platformer game where you build the level as you play, placing traps and hazards to screw your friends over, but trying not to screw yourself.",Clever Endeavour Games,Clever Endeavour Games,"Action, Casual, Indie","Multiplayer, Funny, Platformer, Local Multiplayer",game,"['Multi-player', 'Co-op', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'PvP']","2,000,000 .. 5,000,000",28660,1057,1499,1499,0,236,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Czech","{'windows': True, 'mac': True, 'linux': True}",2016/03/4,0,http://www.UltimateChickenHorse.com,https://cdn.akamai.steamstatic.com/steam/apps/386940/header.jpg?t=1643824507
387290,387290,Ori and the Blind Forest: Definitive Edition,"“Ori and the Blind Forest” tells the tale of a young orphan destined for heroics, through a visually stunning Action-Platformer crafted by Moon Studios.",Moon Studios GmbH,Xbox Game Studios,Action,"Atmospheric, Great Soundtrack, Metroidvania, Platformer",game,"['Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","2,000,000 .. 5,000,000",52496,2338,499,499,0,381,"English, French, Italian, German, Spanish - Spain, Japanese, Russian, Portuguese - Brazil","{'windows': True, 'mac': False, 'linux': False}",2016/04/27,0,http://www.oriblindforest.com/,https://cdn.akamai.steamstatic.com/steam/apps/387290/header.jpg?t=1667504186
387990,387990,Scrap Mechanic,"Enter the creative paradise of Scrap Mechanic! Build fantastic machines, go on adventures with your friends and defend against waves of evil Farmbots in this imaginative multiplayer survival sandbox. With Scrap Mechanic’s powerful creation tools you can engineer your own adventures!",Axolot Games,Axolot Games,"Action, Adventure, Indie, Simulation, Early Access","Building, Sandbox, Survival, Open World",game,"['Multi-player', 'Single-player', 'Co-op', 'Includes level editor', 'Steam Cloud', 'Steam Workshop', 'Online Co-op']","5,000,000 .. 10,000,000",85751,6591,1999,1999,0,2133,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Russian","{'windows': True, 'mac': False, 'linux': False}",2016/01/19,0,http://www.scrapmechanic.com,https://cdn.akamai.steamstatic.com/steam/apps/387990/header.jpg?t=1593703247
388080,388080,Borderless Gaming,Play your favorite games in a borderless window; no more time consuming alt-tabs or the risk of crashing.,"AndrewMD5, Codeusa",,Utilities,"Utilities, Software, Indie",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']","200,000 .. 500,000",2523,341,399,399,0,552,"English, German, Russian, French, Simplified Chinese, Spanish - Spain, Korean, Polish, Traditional Chinese, Japanese, Ukrainian","{'windows': True, 'mac': False, 'linux': False}",2015/07/23,0,http://andrew.im/,https://cdn.akamai.steamstatic.com/steam/apps/388080/header.jpg?t=1522491614
389430,389430,Knight Online,The Great Battle between Karus and El Morad has arrived to Steam! Pledge allegiance to one of the Nations and put your skills to the test in one of the best PvP system in the MMORPG universe!,"Noah System, Mgame",NTTGame,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Free to Play, MMORPG, Massively Multiplayer, Action",game,"['Multi-player', 'Single-player', 'MMO', 'Steam Trading Cards', 'In-App Purchases']","1,000,000 .. 2,000,000",4955,5045,0,0,0,1402,"English, Turkish","{'windows': True, 'mac': False, 'linux': False}",2016/01/25,0,http://www.nttgameonline.com/knight/,https://cdn.akamai.steamstatic.com/steam/apps/389430/header.jpg?t=1646706116
389730,389730,TEKKEN 7,"Discover the epic conclusion of the long-time clan warfare between members of the Mishima family. Powered by Unreal Engine 4, the legendary fighting game franchise fights back with stunning story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals.",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,"Action, Sports","Fighting, Action, Multiplayer, Competitive",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Shared/Split Screen', 'Steam Leaderboards', 'Full controller support', 'Steam Trading Cards', 'Online PvP', 'Shared/Split Screen PvP', 'Remote Play on TV', 'Remote Play Together', 'PvP']","2,000,000 .. 5,000,000",60668,13270,3999,3999,0,5296,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Brazil, Russian, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2017/06/1,0,https://www.bandainamcostudios.com,https://cdn.akamai.steamstatic.com/steam/apps/389730/header.jpg?t=1666949098
3900,3900,Sid Meier's Civilization IV,"With over 6 million units sold and unprecedented critical acclaim from fans and press around the world, Sid Meier's Civilization is recognized as one of the greatest PC game franchises of all-time. Now, Sid Meier and Firaxis Games will take this incredibly fun and addictive game to new heights by adding new ways to play and win, new...",Firaxis Games,2K,Strategy,"Strategy, Turn-Based Strategy, Turn-Based, 4X",game,"['Multi-player', 'Single-player', 'Includes level editor']","1,000,000 .. 2,000,000",2548,195,1999,1999,0,862,"English, French, German, Italian, Spanish - Spain","{'windows': True, 'mac': True, 'linux': False}",2006/10/25,0,http://www.2kgames.com/civ4/home.htm,https://cdn.akamai.steamstatic.com/steam/apps/3900/header.jpg?t=1573063101
3910,3910,Sid Meier's Civilization III Complete,"Sid Meier's Civilization III: Complete, the latest offering in the Sid Meier's Civilization III franchise, provides gaming fans with Sid Meier's Civilization III, the highly-addictive journey of discovery.",Firaxis Games,2K,Strategy,"Strategy, Turn-Based Strategy, Turn-Based, Classic",game,"['Multi-player', 'Single-player', 'Includes level editor']","1,000,000 .. 2,000,000",5199,631,499,499,0,1866,English,"{'windows': True, 'mac': False, 'linux': False}",2006/10/25,0,http://www.civ3.com/,https://cdn.akamai.steamstatic.com/steam/apps/3910/header.jpg?t=1569013660
391220,391220,Rise of the Tomb Raider,"Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new “Blood Ties” story, then defend it against a zombie invasion in “Lara’s Nightmare”.","Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","Action, Adventure","Adventure, Action, Female Protagonist, Singleplayer",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","2,000,000 .. 5,000,000",107109,6923,2999,2999,0,1357,"English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Arabic","{'windows': True, 'mac': True, 'linux': True}",2016/02/9,15,http://www.tombraider.com/us/,https://cdn.akamai.steamstatic.com/steam/apps/391220/header.jpg?t=1664182761
39140,39140,FINAL FANTASY VII,"The RPG classic FINAL FANTASY VII returns to PC, now with brand new online features!",Square Enix,Square Enix,RPG,"JRPG, RPG, Classic, Turn-Based",game,"['Single-player', 'Partial Controller Support', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet']","1,000,000 .. 2,000,000",20754,1565,1199,1199,0,365,"English, German, French, Spanish - Spain","{'windows': True, 'mac': False, 'linux': False}",2013/07/4,8,http://www.finalfantasyviipc.com,https://cdn.akamai.steamstatic.com/steam/apps/39140/header.jpg?t=1655449322
391540,391540,Undertale,UNDERTALE! The RPG game where you don't have to destroy anyone.,tobyfox,tobyfox,"Indie, RPG","Great Soundtrack, Story Rich, Choices Matter, Multiple Endings",game,"['Single-player', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet']","2,000,000 .. 5,000,000",179493,6204,999,999,0,568,"English, Japanese","{'windows': True, 'mac': True, 'linux': True}",2015/09/15,0,http://undertale.com,https://cdn.akamai.steamstatic.com/steam/apps/391540/header.jpg?t=1579096091
39210,39210,FINAL FANTASY XIV Online,Take part in an epic and ever-changing FINAL FANTASY as you adventure and explore with friends from around the world.,Square Enix,Square Enix,"Massively Multiplayer, RPG","MMORPG, RPG, Massively Multiplayer, Fantasy",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'MMO', 'Cross-Platform Multiplayer', 'Online PvP', 'Online Co-op', 'Remote Play on Tablet', 'PvP']","2,000,000 .. 5,000,000",54066,6815,1999,1999,0,31092,"English, French, German, Japanese","{'windows': True, 'mac': False, 'linux': False}",2014/02/18,12,http://www.finalfantasyxiv.com/,https://cdn.akamai.steamstatic.com/steam/apps/39210/header.jpg?t=1646695302
